text,level
She had the ability to explain things clearly.,B1
"Nevertheless, when a job becomes routine (and it usually always does), people seem to reminisce about their student years with a sense of disappointment.",C2
"The moment you plunge into the pool you no longer belong to yourself, you cut the smooth surface of the water, moving faster and faster, until you reach the end, exhausted but content with yourself.",C2
She was exceeding the speed limit.,C1
You can see wild animals.,A2
Personal challenges come in all shapes and sizes.,C2
"However, it can turn into a terrible form of violence and aggression, where the very sense of competition is forgotten and only wild instincts prevail.",C1
The problem is the pollution and the crime.,B1
How much money do you have?,A1
"There were also clothes to be mended and patched, socks to be darned.",C2
"I should have been friendlier and more interested, rather than quiet and withdrawn.",C2
I've made some inquiries about the cost of a round-the-world ticket.,B1
He's caught a cold.,A2
Poor housing is to blame for many of their health problems.,C1
I couldn't stand the craziness of their household.,C2
"It saves time which would be used up by doing housework such as laundry, cleaning and ironing.",B2
"I could have written a letter in a bottle but waiting for the answer would take a decade, now it's just a click of a button.",A2
"Nevertheless, empirical evidence confirms the importance of food in a country's culture.",C2
He gave a talk on his visit to Bolivia.,B2
He's on medication to control his depression.,C2
Homeless people are subjected to a very harsh and unhealthy style of life.,C2
Did you get the answer to Question 6?,A2
"I did not know what to do with it, and that moment my friend John came along. I told him what I had done and he told me that I could trust him with the ticket and that there was no need for me to take it home.",B2
I took a shower and ate my breakfast.,B1
"Quite the opposite, FFIX features beautiful pre-rendered 3D landscapes, along with real time characters: words are useless for describing such an achievement: the colors are vivid, sharp, the animations are smooth...",C1
Don't be disrespectful to your mother.,C2
This is my first trip to New York.,A1
I don't have any power over him - he does what he wants to.,B2
He asserts that she stole money from him.,C1
I don't need it yet because my parents gave me a new computer for my birthday.,A2
"Family matters had to stay in the family, you see.",C1
He got off on the wrong foot with my parents by arriving late.,C2
Their yellow and black stripe has a mysterious beauty (which is the main reason for the huge decrease in the tiger population).,B1
I take the train - it beats driving for seven hours.,B2
Kutukas ran unsuccessfully for sheriff.,C2
What kind of music do you like?,A1
"The Terminator trilogy might be one of the most obvious examples, where machines evolve beyond our control and nearly exterminate all human beings.",C2
He envisioned a partnership between business and government.,C1
The painting's a fake - it's completely worthless.,C2
"First I visited the ""Roman Bath'' which is more than 2000 years old and, believe it or not, it still works!",B1
I'm waiting for your reply to tell me when you will come.,B1
"However it might imply a shift from large stores, concentrated in a few areas within or outside the city, to more local services.",C1
Don't forget your promise to not just visit but stay at my place.,B1
Sleep well!,A1
"During the daytime, we all went up to the slopes for skiing.",B2
The film's soundtrack includes music by Bob Marley.,B2
"Jane wasn't very suspicious by nature, but there was something weird in that.",B2
"So, good exercise combined with the right nutrition (low fat, vegetables etc.) will alter our lives and help us feel and appear more relaxed.",C1
The government has promised to rectify the situation.,C1
"First I visited the ""Roman Bath'' which is more than 2000 years old and, believe it or not, it still works!",B1
"But the situation is getting worse because of the decisions of the European Union, which is trying to unify the education of Europe without respecting the wishes of the students who are trying to stop this process.",B2
I can write twice a week.,A2
I had a good time at your house last night but when I got home I realized I had forgotten my bag!,A1
A lot was said about creating more environmentally-friendly products.,B2
"You have to bring with you a pencil, some chalk and a big notebook to take some notes and to draw in.",A2
"I am sorry but I can't tell you the starting date right now, although I think it's around the 15th of July.",B2
Homelessness is a worrying issue that is being debated by most of the developed countries' governments.,C2
He was born at the turn of the century.,C2
On Friday I will see him once more.,B1
Scientists are developing new drugs all the time.,B1
"When people travel on their own, they can do what they want, without restrictions or limitations from their family.",C1
I'm certain that in your country weddings are as wonderful as in Brazil.,B1
"This made her calm down all of a sudden, and her voice returned.",B2
"Yesterday I bought a lot of presents, so I needed a separate suitcase.",B1
"The problem is that my mother arranged a visit to the doctor, and after that to the dentist.",B1
People who congratulate the marrying couple take a circular sweet.,B2
Do you know where the restroom is?,A2
Public opinion has turned against him.,B2
This debate has affected a lot of discussions and split public opinion.,C2
The news spread all over the village.,B2
"Many un]talente people think they can sing and attend the auditions, but others laugh at them.",C1
Firstly you should always consider other people in your group once you start working together in a group.,C2
"So they planned everything and they didn't have to make an effort as the stupid ""kidnapper"" was walking my dog round the park before the meeting so they arrested him and I got my dog back.",B1
"Followed by a dip briefly afterwards, the value surged to close to 100 million tons in 2002.",C1
I spent two days alone in a ward in Biarritz's hospital.,B2
I am constantly praised for the quality of my work and I get personal satisfaction helping people in emotional distress.,C1
Jackie is in the sixth grade.,A2
He has consistently denied the rumors.,C2
The first lesson was about the present tense and wasn't really difficult for us.,B1
"At school, children should follow many rules. For example, they should finish their homework and respect other students' opinions. From these experiences, children can experience social life in indirect ways, and can learn how to be good members of society.",C1
She drew back the curtains and the sunlight came flooding in.,B2
We had three fantastic days [- the best we have ever experienced.,B1
"Argentinians seem to be doing away with fried food and baking, boiling and steaming are now the most common ways of cooking.",C1
He keeps trying to distract me.,B1
Life has begun to return to normal now that the holidays are over.,C1
I'm sure I will improve my vocabulary and English Grammar.,A2
"It might be a simplification and an exaggeration, but as the word says: ""The road of excess leads to the tower of wisdom"", and although the idea expresses itself in crude terms, I do think there is some truth to it.",C2
"When I came to take my suitcase, it had gone!",B1
"I do not think it is a good idea to advertise the club in a big way, it would not be very serious of us. We could tell only the people that we think could fit in.",B2
His CD collection is huge.,A1
Sharing information between people is a crucial point of peoples' education and it can help in their career progression.,C1
"Nick, it's a wonderful idea!",A2
"She is a model of mediocrity and shallowness, and in this sense, she epitomizes what authorities expect people to be: just ghosts.",C2
I bought a purple sweater and I want to knit one like mine for my niece.,B1
I'll be more than happy to work as a helper.,B2
The meal was really tasty.,B1
"The male protagonist, Anatolij Wonoseltsen, a divorcee with two children, abandoned by his wife, is hoping to get a promotion to be able to provide for the family.",C2
I felt a tap on my shoulder.,B2
"Calm down, you're getting hysterical.",C1
"He was renting this property previously, but he went back to Sri Lanka for good.",C1
I'm not sure what to tell Dad - I'll just have to play it by ear.,C2
"After one or two hours dancing, I had to sit down and drink.",A2
It would be a pity to build a modern construction there.,B2
The rebels took over the capital and set up a new government.,B2
He was in his thirties and really handsome.,B2
Do you want to go to the theater on Friday?,A1
I caught a cold.,A2
There will be a brief pause in the concert while the piano is moved into place.,B2
"Furthermore, the witness was assassinated.",B2
"Luckily, the curtain came down and the play was postponed.",B2
Some of them even turn to right-wing extremism.,C2
He went next door to get his ball back.,B2
Prices have always been the bone of contention among the managers.,C2
"During World War One, Turkey and Germany were allies.",C2
"They are all friendly, cool, outgoing, and sociable.",B1
Youngsters are confronted with a lot of difficulties and dangers and are often bound to collapse psychologically from the hard pressure on them.,C2
Put the car in reverse.,C2
She was stabbed in the arm.,B2
You have to bring pencils and sheets of paper to draw on.,A1
This food processor has a special attachment for grinding coffee.,B2
Many species of animal are threatened with extinction.,C1
The debate about food safety has engaged the whole nation.,C1
It's important to strike a balance between spending and saving.,C1
"Well, all the best - it was nice meeting you.",A2
It's going to snow tonight.,A2
The beginners should add a dash of syrup to the beer and taste the difference.,C2
"Anyway, I think I'm in a good class and also my home is nice and comfortable.",B1
The first thought that crossed his mind was to call the police immediately and that was what he actually did.,B2
"First of all, it had been written that Danny Brook and Tina Truelove were starring, but Danny wasn't there and somebody else took his place.",B2
She's taking singing lessons.,A2
He owns a number of properties in the downtown area.,B2
Mother needs our support now and I'll go as soon as I can.,B1
"That was really nice and sometimes really funny, because we had some people trying to surf, but they couldn't stand up on the board for at least five seconds.",B1
We first met back in 1971.,B2
I had to leave that shop in full embarrassment and I also made a fool of myself.,B2
We stopped over in Los Angeles for two nights on the way to New Zealand.,B2
"If you have any more requirements, please don't hesitate to contact me.",B2
"When we turned it on, it burst into flames and before we could extinguish it, the fire destroyed my desk.",C2
I inferred from the number of cups that he was expecting visitors.,C2
"I got a calendar from Jul[ie], a candle from Peter, a book from Robert and a birthday cake from my parents.",A2
"In conclusion, even if products seem to be the same in many countries, there are more differences left between them, which fortunately will not easily change in the future, such as landscapes and scenery.",C1
"If push comes to shove, we'll just have to sell the car.",C2
This is true to a certain extent as food is often part and parcel of traditional rituals.,C2
He gave a brief summary of events.,B2
My friend gets up early.,A1
We'd like to include your story in the magazine this week for a bit of local color.,C2
"Secondly, only a few sportsmen and sportswomen manage to make a name for themselves and get to the top.",C2
"I enjoy that kind of thing, going to buy presents.",B1
You should visit the Northeast Region which is famous for its white sandy beaches which are fringed with coconut trees.,B1
"Well, let's stop beating about the bush and get to the point.",C1
"We all were really wet, but then the sun shone again and we saw a wonderful rainbow.",B2
My hat kept my hair dry.,A2
They'd made all the arrangements for the party.,B1
I've never met Fiona's husband.,A1
He made a point of learning all the names of his staff.,C1
She was a very dear friend.,B2
"At first I thought he was being rude, but I've come to the conclusion that he's just shy.",B1
His theories have changed our attitude towards mental illness (and mental health) completely.,B2
He was awarded a medal for his bravery in battle.,B2
We were standing by the window and the flames were getting nearer and nearer.,B2
I'm grateful for the start I had in life.,C2
Is it legal to cross the border and buy prescription drugs in another country?,B2
If we go downtown we can take the bus.,A2
Can you describe your bag?,A2
"This is very important because once they have grown up, they have to be together in the family unit with their own kids.",C1
I'll be going on a fact-finding mission to Paris next week.,C2
I can't get my computer to work!,B2
"I was curious about it, so I picked it up.",B1
To schoolchildren: I want to sell my two-year-old red bike.,A2
"My friend's farm is near to the lovely mountain range, and there are beautiful countryside views as well.",B1
They've gone off to the diner.,B1
I was just feeling blue.,C2
Do you want to rent a movie tonight?,A1
Oh no! It's gone all over the carpet!,A2
We saw a romantic film with a famous cast.,B2
"I'd tried to explain the situation, but he just changed the subject.",B2
Driving through the mountains we didn't reach the cabin until late at night. So we just made the beds and went off to sleep.,B2
"He told me of how he had come to see it every day, and seen how all the meat had rotted away and stuff.",C2
Our pleas for help fell on deaf ears.,C2
"As soon as we drove down from the hills, I heard the noise from the town and I didn't like that.",B1
"The prisons are overflowing, society is losing out in many ways.",C2
It was a very good party and it might be superfluous to add that I got terribly drunk and didn't stagger home until seven in the morning.,C2
"In the context of Singapore, where land is scarce and widening or building of more roads is just not feasible, we have no choice but to choose what is best for everyone.",C1
"You know I have got a friend in Germany, but I want to meet more foreign people.",A2
She drew up a list of contestants.,C1
We received a positive reply to our request for a meeting.,B2
Unconventional ideas often invite criticism.,C2
The city is divided into two parts by the River Danube: Buda and Pest.,B2
"He had written he was sorry, he should not have done it, he wished he had not repeated what I told him, he would never do something like that again...",B1
"Far too often it is not ""the key"" but ""the missing link,"" preventing us from taking the next step on the career ladder.",C1
"Not only was he badly injured during the following years, but he was also kept in custody by the Russians for about two years.",C2
I would like to address the issue using a very simple equation of economics: Demand = supply.,C1
"Anal[yz]ing such opinions, it is not hard to conclude that the younger generation, which is traditionally regarded as romantic and idealistic, has become rather pragmatic and down-to-earth and gotten used to associating success in life with affluence.",C2
Have you ever ridden a camel?,B1
It's for celebrations because it is a very nice menu.,A2
I bought it solely for that purpose.,C1
"We saw elephants, tigers, snakes, and monkeys.",B1
I had to save a lot of money.,A2
"I would be most of my free time playing with them, making them feel I am their friend not the king who has to reign over his land and possessions.",C2
I hope they'll have the (good) have enough sense to shut the windows before they leave.,B2
I was under the impression (that) you didn't get on too well.,B2
"First of all, we aren't aware of the necessity of learning such things as biology or math.",B2
"This routine was really wearing me out, but, I didn't want to fall short of my parents' expectations.",C2
She and her new roommate are getting along.,A2
Please could you acknowledge the receipt of this letter.,C1
"The fact is that vacations are not problem-solving, and whatever one wants to leave behind does not vanish into thin air, it just lurks in the corner of your mind until the return date.",C2
"A bike came speeding around the corner, and the next thing I knew I was lying on the ground.",C2
Judges are nominated by the governor.,C1
Many people will lose their jobs if the comapny goes out of business.,B1
"When I worked at the festival, I helped out with the decorations.",B2
It can be difficult for a mother to hold down a full-time job.,C2
"With extra income from private sponsorship, the club is just about managing to keep its head above water.",C2
"As I have not been there before, I am rather unsure of what to wear.",B2
The pen is very important for me because my grandfather gave it to me before he died.,A1
That big building is the governor's official residence.,C2
"This database system is an affordable, hi-tech solution.",B2
The activity that I like best is surfing the Web with a powerful personal computer.,B1
Let's go jogging.,B1
She felt staying in the same job would hold her back.,C2
"There is an easy way to get to the college: a service bus runs every 15 minutes, and the journey takes only 20 minutes.",B2
"There was a big lake, with a lot of ducks.",A2
"I think it's quite interesting for me, because I like the history of religion.",B1
"He desperately tried to keep the stalking sharks at bay, but he couldn't succeed, for the long fight exhausted him and he collapsed.",B2
She was a vulnerable sixteen-year-old.,C2
We tied balloons and streamers to the ceiling ready for the party.,A2
There are many books on my bookshelf.,A2
"All employees working for the public transport went on strike a week ago, and there is no settlement in sight.",C1
Tuesday is my free day.,A2
Don't forget to bring an old T-shirt and a pair of jeans.,A2
Asparagus is in season.,B2
"After all that hard work, losing my job was a real slap in the face.",C2
"I read an article about the ""Riding Society of Warlingham"" in the local newspaper and I was fascinated by its ideas.",B2
Our basketball team's season got off to a rocky start with three straight losses.,C2
At college you can meet new people.,A1
This door seems to be stuck.,B2
Wait for me at the bus stop.,A2
He was absent-mindedly gazing into space.,B2
On the other hand you can face problems with signal transmission.,B2
Stock markets around the world are reacting to news of the US president's announcement.,C1
"So there it was, hidden in nature, occasionally trampled by a stray dog with no other companion than old cans and apple cores.",C2
This postcard doesn't do justice to the wonderful scenery.,C2
Have you sent off your application yet?,B2
"The Internet contains more information than any library, more easily accessible and without the fuss of library cards or the risk of losing books.",C1
He is my best partner when we are playing games o] the internet.,A2
My grandfather fell down from the ladder yesterday while he was fixing the broken light bulbs.,B1
The roofer quoted $3000 to fix the roof.,C2
She was dead set against getting married.,C1
"From what I understand from your inquiry you are looking for a babysitter to take care of three children aged 8, 6 and 3 on Saturday evenings and o]ccasionall on Sunday afternoons.",B1
They eat the traditional food - souvlaki and potatoes cooked in the oven.,B1
Just a simple calculation: the living space an elephant has got in a zoo is about 500m2.,B2
I can't tell you how grateful I am for your help.,B1
We went for a walk in the woods after lunch.,A2
He seemed a bit depressed about work.,B1
It begins with the birth of his sister Margana and ends with his death.,A2
"At first she keeps them at arm's length, but Mr. Emerson is direct and advises Lucy to behave in a more natural way instead of doing what some old ladies say.",C2
He needs constant supervision.,C1
Do you like spicy food?,B1
The fruit is washed and then graded by size.,C1
He neglected to mention the fact that we could lose money on the deal.,C2
"Joe, the serial killer, was captured.",B2
"I can't miss that class because it's a physics class and it's essential for me to go, because I think I can't study physics by myself.",A2
I think I'll have the cod.,B1
I'd like to ask you something in relation to what you said earlier.,B2
It's unfair to blame Roger for everything.,B2
"Moreover, the city is quite an interesting historical place, so you could visit some buildings such as the old castle or the local museum.",B2
She's a very elegant woman.,B2
The course has four distinct components.,C1
Additional audio and video inputs allows easier assimilation and retention of this information.,C2
They transport me to faraway places and to a magic world.,C2
"Occasionally, students are not being educated equally. I strongly believe that students have to have the right to choose their subjects.",B2
The public perception of him as a hero is surprising.,C2
We hardly ever go out these days.,B1
"In addition, as the general consensus is that young people enjoy communicating through radio programs, I suggest there is a time when messages sent by listeners are read.",C2
Marcus is more reserved than his brother.,B2
We had a cabin on the top deck.,C2
"They were not injured in the accident, but they were badly shaken.",C2
"Hurry, or you'll be late.",A2
Maybe we could shorten the free day to half a day and make use of the other half to bring them out for some sightseeing and familiarization.,C1
"She didn't win the race, but she did come in second.",B1
I've always got along very well with little kids and I'm sure I won't disappoint you.,B1
She can be rather abrupt.,C2
"If parents try to understand why their children act the way they do and treat them with love and affection, then teenagers will flourish like flowers in the spring sunshine!",C2
"We have wars, revolutions, political unrest, famine, drought, pollution, etc. Some of our problems are difficult to solve.",C2
He fastened the rope to a tree.,B2
"The study of acting, directing, and generally speaking of the scene has always demanded a certain degree of visual composition, a sense of image and of that which is immediately seen (or not seen).",C2
The jobs that were prestigious in the past seem to be the opposite now.,C1
"The best example is Operation Takedown which is based on the capture of Kevin Mitnick, who illegally hacked in to computers and stole information, but in the movie he is presented as a hero.",C1
It turned out that we'd been to the same school.,B2
"On the other hand we always need someone in our hotel in Luzern, so my parents could get you a seasonal permit to work.",B2
The bank became suspicious after several large withdrawals were made from his account in a single week.,C2
He's an acquaintance of ours.,C1
I couldn't believe my ears when Dan said they were getting married.,B1
Please tell me also the terms of the possible job so I can plan my future work commitments.,B2
I'll recommend you as a hard worker and a very nice person.,B1
"In view of this, I expect full reimbursement of the cost. and compensation for the discomfort the students suffered.",C1
"These days, in all commercial television, they show advertisements in every hour of the day.",C2
Has anyone seen my black comb?,A2
Their attempt to climb Mount Everest ended in failure.,B2
Mani is very kind and gentle.,B1
They didn't give up hope even though they were tired and wet to the bone.,B2
Next time you should try to get your facts straight.,C1
I think I have left my wallet in your house. Please look for it and call me because I have to pay the rent tomorrow.,A2
I demand a full refund or I will be forced to take this matter further.,B2
"I felt that I improved a lot just in this class, so I think that my preparation for the exam will be really good.",B1
He threatened the staff with a gun and demanded money.,B2
I will write more later - I do need to give you up-to-date information on my love life!,B1
"After an hour she could keep her balance but she still had problems steering, but that didn't matter.",B2
We sat side by side on the sofa.,B2
"I am quite self-confident and I usually look on the bright side, as I am not interested in pessimistic thoughts.",C1
I learned a good lesson when I was caught cheating on a test at school last year.,B2
You're right!,A1
I need to iron a shirt to wear tomorrow.,B1
"However, bring old clothes or pajamas.",A2
She had the presence of mind to press the alarm.,C2
I was a vegetarian long before I met Sally.,C2
We didn't really give him a chance to explain.,B1
We can take the subway to Grand Central Station.,A1
"I want to apologize for not going to your class tomorrow, it's not that I don't want to go but my mother asked me to take care of my sister because she is sick and my parents have to work.",B1
The waiter brought our drinks.,A1
Then we learned how to install components like a Soundboard or a CD-Rom drive.,B1
"I don't know much about it because it never got into my remote, sleepy village.",C1
I've read three books this month.,A1
My birthday party was awesome!,A2
The children walked hand in hand.,B2
"Not every au-pair family is pleasant. And believe me, mine was giving me hell on earth. [...] After I returned home I took some time to learn not to freak out when someone raised his voice and eventually I started to see my time in Germany as a great lesson in life.",C1
"Can you remember the days when soccer was peaceful, harmless and all about joy? It has nothing to do with contemporary soccer, which is brutal, aggressive, and emotional.",C1
I found him arrogant and rude.,B2
She is very beautiful with her long b]ush tail and soft paws.,B2
"In addition to this, the dinner we had on Monday afternoon was a triumph.",C1
Could you also please let me know if you're coming back in time for dinner because if that's the case I'll make a special dinner for us.,B2
Thank you in advance for your cooperation in this respect.,B2
"Therefore they are vulnerable to being twisted by their environment, by events, or by more manipulative minds.",C2
There are a huge number of workers every morning trying to squeeze through the tiny door.,C1
Heidi works out in the gym two or three times a week.,B1
He can assert his authority over all the boys who are there.,C2
Most of the children are illiterate.,C2
I know you're lazy sometimes but don't worry you don't have to work like a slave.,B2
Some people think that traveling entails feasting on typical food and buying lots of clothes.,C2
"The object that I would choose is without any doubt my Katana, my Japanese Sword. It is a weapon that reminds me of my childhood games. I also like the form, and the cool steel of the blade.",B2
"The right-wing thinkers claim that unemployment is one of the indicators in the economy, displaying lack of balance between industrial output and citizens' demands.",C2
I will learn how other people live and I will also learn to value the things I have.,B2
I took a taxi from the station to the hotel.,A1
"She reads well, but her spelling is weak.",B1
"At the same moment, that piece of unknown stuff sent towards me a flash of very bright light!",B2
I think that museums became a little bit unfashionable as a way of knowing or showing something.,B2
"I think you should go to Cracow - a beautiful, old city with original, historical monuments, works of art and many cafes and jazz clubs with a magical atmosphere.",B2
"Both of them hit the wall almost at the same time but, against Hall's prediction, Popou was better by a fraction of a second.",C2
"I asked her about the family and about her. She had recently split up with her boyfriend, Joe.",B1
The war has left a legacy of hatred.,C2
What's the nightlife like around here?,B1
I didn't take any notice of his advice.,B1
"Nevertheless, a lot of people think animals are not suitably looked after - they have to live in small space] and, moreover, the weather is often rather different from w]ha animals are used to.",B2
"To make matters worse, the tree that was standing near the bus stop was suddenly blown down by the wind.",B1
"I am also lucky to have a sibling, an older sister, who took great care of me when we were children.",C2
The best bakery was on the other side of town.,B2
This meat is lovely and tender.,C2
"We talked to her for an hour, but we couldn't make her see sense.",C2
"One of the reasons for its popularity is that Hebe was a famous singer years ago, so her fans are the audience of her show. She is graceful, talented, impartial and spontaneous.",C1
It was Tuesday the 13th and the fact that I was very superstitious made me tremble with fear.,B2
"Piggy's ""value"" is not apparent to the boys because it is concealed by the sight of his awkward self: he is plump, he wears thick spectacles, he is not gifted with good health.",C2
She kept it in a tiny red bag which hung around her neck like a necklace.,B1
I agree that this should be in private.,B2
"Some minutes later the DJ played a song I loved to dance to at the time, called ""Satisfaction"" by Benny Bennusi, so I indulged in some rather wild dance moves.",C2
"He was breathing but he was unconscious; he moaned and groaned, but he did not have any obvious signs of injuries.",C2
"You find stunning white beaches, clear, fresh water lakes, isolated tropic islands, reef, rainforests, buzzing cities, challenging mountain range, bush, outback - and the desert.",C2
The drug companies can have a lot of influence on doctors.,B2
"Despite this accumulation of evidence, the government did nothing.",C2
I really enjoyed that meal.,A1
I stayed in Montreal for two weeks then flew home.,A2
Fax me your reply your reply to me.,B1
"I'm not saying that I wasn't normal or anything, I just gave my family a hard time sometimes.",C2
It has both manual and automatic functions so it has a lot of possibilities.,B2
This cream reduces the appearance of wrinkles.,C2
The rest of the evening saw a few other music students showing off their potential and it ended with an unplugged title sung by a trio composed of female singers.,C2
"That comes to $50, please.",B2
The posters were peeling away from the damp walls.,C2
The X-ray showed a broken bone in his left hand.,B1
I was starting to think I'd been stood up when he finally arrived.,B2
They usually prepare traditional Polish food like cabbage with mushrooms and sausages.,A2
"It's ok, no problem.",A2
I have a very busy schedule today.,B2
Actually we know that gasoline is very expensive.,B2
Her answers raised doubts in my mind.,C2
She's covering the US election for BBC television.,C1
"As far as I'm concerned, feng shui is just nonsense.",B2
It was built by the British during the war.,A2
We all showered before breakfast.,B2
The best way to explore the countryside is on foot.,B1
We have to address the problem before it gets worse.,C1
"I felt embarrassed when all my friends thought they were my friends, so they all shook hands with them except me.",B1
"Another style which I like is the clothes from big labels like Armani, Dolce and Gabanna and Hugo Boss, but they are very expensive.",B1
I have three siblings.,C2
He gave us his assurance that it would not happen again.,C1
She enjoyed working alongside such famous actors.,C1
"If I had the incredible opportunity to travel back in time and place, I would probably choose to go to Egypt during the reign of the Pharaohs to gain an insight into how this magical place really was so long ago.",C1
"I decided to join the new class because I am taking training in broadcasting now, so I need to improve my English.",B1
The rooms suggested to be filmed have not been chosen at random.,C1
I think it's a bit long for a comic film (3 hours!!) but it's very funny] you must see it.,B1
He moaned and groaned but he did not have any obvious signs of injuries.,C2
Bad manners will get you nowhere.,C2
My boss decided it wa] high time I tried to interpret for him outside our office.,B2
After an hour of horseback riding your muscles can really ache.,B2
That story made headlines all over the world.,B2
"Needless to say, everybody congratulated her and she spent all evening answering questions such as: ""Why did you choose water jumping?"" or ""Isn't it difficult for a teenager to train five hours a day and to study?""",B2
Young people are being subconsciously conditioned to become consumers in every sense of the word.,C2
We can work temporarily for up to 6 months.,B2
I agree with you.,A2
"Having discussed this matter, we formulated three basic suggestions and we e]valuate the advantages of each of them.",C2
We compared notes about our experiences in China.,C1
"I'm not saying that I wasn't normal or anything, I just gave my family a hard time sometimes.",C2
I don't have the self-discipline to be an athlete.,C2
"For example, if it is particularly trendy for kids to wear scruffy bomber jackets and faded jeans there is no point in compelling them to dress our conventional way.",C2
This cheese is made from sheep's milk.,A1
Many doctors believe that boxing is too dangerous and should be banned.,B1
Thank you ever so much for the present you've sent me! It was really sweet of you.,B1
The government does not plan to make its findings public.,C2
The course requires no prior knowledge of Spanish.,C1
He reassured me that I would be paid soon.,C1
My head aches.,B2
You can use animals like donkeys for transportation.,B1
Should you be in the mood for a walk around the lake then go for it.,C2
I asked her if he had complained of any pains or aches?,B1
He's a dancer in the Royal Ballet.,A2
I thought that the hamster would live forever but I was wrong and that mistake broke my heart.,B2
He's writing a book on Colombia.,B1
"You might think it's none of my business, but I simply have to say this.",B2
This jacket has seen better days.,C2
The pen was given to me by my father on my birthday and I have treasured it ever since.,B1
Below is a summary of the most relevant points and recommendations.,B2
I will meet you at the bus station.,A1
"The presentation on tourism was brilliant, exceeding my expectations.",C1
He's an excellent speaker who always draws a crowd.,B2
The prisoners were kept in the most appalling conditions.,B1
She slammed the phone down.,B2
Their house burnt down while they were away on vacation.,B2
Sam's face had lost its rosy glow.,C2
The airport-bus will take you to the center of Ostersund where I live and even beyond.,C1
Could you draw the curtains?,A2
"You can see lots of traditional shows there, it will be very interesting for you.",A2
Do you agree with me?,A2
"Since Internet, e-mails and mobile phones were invented, fewer people get out and meet friends.",C1
But on the return from Zurich we had an accident and the car has been destroyed.,B1
This morning was lovely but it's really cloudy out there now.,A2
I want a man who's kind and sensitive.,B2
The companies were privatized or closed down.,C1
I found that the food inside there is very nice.,B1
A well-informed visitor to our museum brought this error to our attention.,C1
I fell in love with him.,B1
I recently went to the music festival and I greatly enjoyed it.,B2
"Moreover, an important aspect of language learning is good access to books and other written materials. For this reason, you should not omit our recently modernized library.",C1
We had everything ready in case of an emergency or a chaos situation.,B1
"And I would like to do a little bit of work in your household like washing clothes, ironing and so on.",B1
The path descended steeply into the valley.,B2
In my opinion we might just split a full-time salary.,B2
Fred's voice trailed off as he felt his legs give way beneath him.,C2
"The service was far from satisfactory, and to say that the hotel was not at all luxurious, would be putting it mildly.",C1
Why do you dislike her so much?,B1
The group RADIANT played their big hits from the 1980s for an hour.,B1
We checked in at the hotel and we all went to bed early that night.,B1
I wouldn’t venture an opinion about that.,C2
The children were breathless with anticipation.,C2
We met in college and we just clicked.,C2
"You can imagine the reaction of people: we're exhausted, we cannot stand the burden of new taxes; the government should reduce them, instead of increasing fiscal pressure.",C1
My opinion is that everyone who possibly can go by bicycle should do that.,B2
There's both lemonade and iced tea in the fridge.,A2
Many people have become cynical about politicians.,C2
The company’s losses over the last few years have been staggering.,C1
He said we should meet but didn't specify a time.,B2
Your tax payment increases in proportion to your salary.,C2
What you said gives me an idea.,B1
The infection was caused by bacteria in the lung.,C1
I thought that someone stole my ball. I think it was my neighbor.,A2
"A week before Christmas, when I still hadn't heard from your shop, I phoned again, and was told that Mrs Smith was on leave, but could I repeat my problem, which I did.",C2
"If not, it isabout time you found out everything about this device you use every day!",C1
What future projects have you lined up?,C1
"But to her surprise the policeman laughed and said, ""You are the winner of our hidden camera contest"".",B1
"They don't want to miss their sweet pastries and ""Sacher tortes"", which Austria is famous for.",C1
E-mail me when you have time.,A2
"I have a background in my blood which, I believe, explains my way of thinking: my mother is Dutch and my father is half from Alsace, half from Hungary.",C2
"First of all, some people treasure certain possessions since they are valuable in its literal meaning, like diamonds or gold.",C2
The fact that my country produces numerous talented skaters is also a factor that helps me enjoy skating.,C1
Peter wore a blue suit and a sober tie.,C2
"But I have to admit that there could be more presentations to cover areas like archaeology, language, etc.",C1
"Thanks to vaccination, more and better medicines, and many more doctors, especially in the developing countries; people can now reach up to seventy years of life.",C2
I don't mind what we do.,A2
"My impulsive nature causes me to act hastily quite often, so I frequently repeat myself because of some bitchy, thoughtless remark I have made.",C2
It’ll take me a little while longer to get ready.,B2
The economic climate is getting worse and worse.,B2
Several large fish live in the pond.,A1
I've done 20 copies of the handout.,A2
"However, on the second day, the sun appeared, and we went o] a mountain track.",B1
He is really involved in what he is doing and does not fear facing the difficulties if it is to defend a just cause.,C1
"As the dinner drew to an end, our weariness became all too clear.",C2
Are you confident that enough people will attend the event?,B2
The taxi driver shouted at every pedestrian crossing.,B1
The business is thriving.,C1
He decides to stand up for black rights and becomes an important leader.,B2
We waited in a densely packed room.,B2
He claims his speech was deliberately misinterpreted by journalists.,C2
A balanced diet is essential for healthy growth.,B2
"Dear Claude, I have been meaning to write for ages!",B1
Odd symbols have been carved on both sides of its square handle.,C2
"We were worried that the event would be disorganized, but it all worked out in the end.",B2
Women's politics are usually followed by the left-wing parties in Austria.,C1
"Unfortunately, it is very unlikely that I would be able to go and collect the keys at that time, because I have arranged an appointment with my doctor to see him about my leg.",B1
"Please also advise if there are evening or weekend courses, so I can attend them without any disruption to my main work.",C1
I like to drink coffee and tea with milk.,A1
"Once opened, this product will keep for three days if refrigerated.",B2
Turn the jar upside down and shake it.,B2
